text,label,clean_text
Iki Kiraro ni igenzi cyane muri Kigali Ninde azi igihe cyubakiwe? https://t.co/WAP6YHGirW,neutral,iki kiraro ni igenzi muri kigali ninde azi igihe cyubakiwe
@user @user 🤣🤣🤣🤣🤣 nyamara dufite abakinnyi benshi nta mpamvu yo kwangiza amafaranga tugura abandi,positive,nyamara dufite abakinnyi benshi nta mpamvu kwangiza amafaranga tugura abandi
@user St André Kabgayi ni heza cyane,positive,st andré kabgayi ni heza
@user @user Kandi Ari wowe wabinyigishije 🤣,neutral,ari wowe wabinyigishije
@user @user @user @user @user @user @user @user @user @user @user @user Ariko Olga iyi Bcc ushatse kuvugiki exactement? 🙄🙄,neutral,ariko olga iyi bcc ushatse kuvugiki exactement
@user @user @user Guma murugo ntamuti nyibonyemo ahubwo wagirango ni igihano bro hari niyo twamaze amezi nkanswe iyi y'ibyumweru,negative,guma murugo ntamuti nyibonyemo ahubwo wagirango ni igihano bro hari niyo twamaze amezi nkanswe iyi yibyumweru
@user @user Nijoro buri kintu mba numva kiri kuvuga cyane niyo ncecetse mba numva umutuzo wanjye uri gusakuza 😂,neutral,nijoro buri kintu mba numva kiri kuvuga niyo ncecetse mba numva umutuzo wanjye uri gusakuza
@user @user @user @user Unshyira kuri Pampa za Claramama ? 😁 Umunsi twahuye nukugukuramo iyokotsa😄😄,negative,unshyira kuri pampa za claramama umunsi twahuye nukugukuramo iyokotsa
@user @user Kuki batinya kuvuga ‘oya ‘ cg ‘yego ‘ ako kanya ko bifasha umusore gushakisha ikindi ikiganza mu ituze?,neutral,kuki batinya kuvuga oya cg yego ako kanya ko bifasha umusore gushakisha ikindi ikiganza ituze
"Erega ni uko badashaka kwemera,genda #Rwanda uri nziza! Uzaze urebe,ni ukuri kw'Imana ruragendwa! #VisitRwanda https://t.co/Z2JqvQRJ6N",positive,erega ni badashaka kwemeragenda rwanda uri nziza uzaze urebeni ukuri kwimana ruragendwa visitrwanda
"Nyuma yo gusinya amasezerano na @user y’imyaka 3, @user na Perezida w’ikipe Mvukiyehe Juvénal ! https://t.co/RZwUNXeOCL https://t.co/vstS77ogXF",neutral,nyuma gusinya amasezerano yimyaka perezida wikipe mvukiyehe juvénal
@user iyo profile si wowe se??😂,neutral,iyo profile si wowe se
Sobanukirwa byinshi ku Ihuriro ry'Urubyiruko rwo mu Muryango w'Ibihugu bikoresha Ururimi rw'Icyongereza rigiye kubera mu Rwanda. Ni 8h15 kuri @user. #WaramutseRwanda #CHOGM2022 https://t.co/2PZcCTlCdI,neutral,sobanukirwa byinshi ihuriro ryurubyiruko rwo muryango wibihugu bikoresha ururimi rwicyongereza rigiye kubera rwanda ni h kuri waramutserwanda chogm
Twirinde izo violences tubane mu mahoro ✍️ https://t.co/TrSZi19UJw,positive,twirinde izo violences tubane mahoro
"@user @user @user Hhhhhhh ati IKIMWARO KURI NJYEWE mbega mbega mbega, hhhhhh",negative,hhhhhhh ati ikimwaro kuri njyewe mbega mbega mbega hhhhhh
"Nyuma y’imyaka itatu akinira ikipe ya @user , umunya Liberia 🇱🇷, Herron Berian Scarla wakinaga mu kibuga hagati yatandukanye n’iyi kipe! https://t.co/EBpQu131bK",neutral,nyuma yimyaka itatu akinira ikipe umunya liberia herron berian scarla wakinaga kibuga hagati yatandukanye niyi kipe
"#BnBSports Abanya-Nigeria kwakira gutsindwa byanze, biroha mu kibuga, bamenagura ibirahure n'intebe za Stade #SimplySports https://t.co/VdrUgbzvL7",negative,bnbsports abanyanigeria kwakira gutsindwa byanze biroha kibuga bamenagura ibirahure nintebe za stade simplysports
Nyaruguruuuuuu weeeeee @user @user @user @user Kabanyure Mfura za Nyaruguru #Indashyikirwa https://t.co/gnh880OnGS,positive,nyaruguruuuuuu weeeeee kabanyure mfura za nyaruguru indashyikirwa
@user ndamugaye Rwose! Ubwo bisobanuye ko Umunsi wakoze ikosa abantu tuzagukuraho amaboko. Xbyo?? https://t.co/UNKYx6H7hA,negative,ndamugaye bisobanuye ko umunsi wakoze ikosa abantu tuzagukuraho amaboko xbyo
"Abaturage ba @user mu gikorwa cy Gutera igiti cyamahoro , Gusura iriba ryamahoro, Gusura inzu zisanywa zabatishoboye mu bukangurambaga bwo kurwanya #covid19 @user @user @user @user https://t.co/uBzYeP0riU",positive,abaturage ba gikorwa cy gutera igiti cyamahoro gusura iriba ryamahoro gusura inzu zisanywa zabatishoboye bukangurambaga bwo kurwanya covid
🏃🏾‍♂️Niba umeze neza ibyo birakureba twebwe ntago tumeze neza ntanubwo bidushimishije😫😫😂,negative,niba umeze neza ibyo birakureba twebwe ntago tumeze neza ntanubwo bidushimishije
@user Izuba ryamanutse! Wihangane nugutera agatebe muri douche ariko bitari ukoga ahubwo kwibobeza just!,negative,izuba ryamanutse wihangane nugutera agatebe muri douche ariko bitari ukoga ahubwo kwibobeza just
"Kwiga ni ingenzi, byeri ikonje ni ingenzi cyane ariko HAPPINESS yo ni ingenzi Cyane Cyane. https://t.co/Dt7u6376X8",positive,kwiga ni ingenzi byeri ikonje ni ingenzi ariko happiness ni ingenzi
@user Ubwurahaze uwonumurengwe uri kukuvugishibyo,negative,ubwurahaze uwonumurengwe uri kukuvugishibyo
Nibiretse mbanze nkemure ikikibazo cya Putin na Ukraine kitaragera kure match after. https://t.co/AgfpXI9wvU,neutral,nibiretse mbanze nkemure ikikibazo cya putin ukraine kitaragera kure match
@user wa mugabo yatugarutsemo ndaq😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/CP4p1tgGkP,negative,wa mugabo yatugarutsemo ndaq
Batanga nudes kuri twitter ???? 💀 https://t.co/DIxn2Hkxkv,negative,batanga nudes kuri twitter
@user 1. ndarengana nuku nisanze 2. wapi nta huku 😉😂,negative,ndarengana nuku nisanze wapi nta huku
"Banyarwanda, namwe mukunda u Rwanda, ni muze duhuze imbaraga dutsinde umwanzi #COVID19 uruhare rwanjye nawe ningenzi #Ndindankurinde tuzatsinda. https://t.co/LXqtCVEEyr",positive,banyarwanda namwe mukunda u rwanda ni muze duhuze imbaraga dutsinde umwanzi covid uruhare rwanjye nawe ningenzi ndindankurinde tuzatsinda
@user Ahubwo Police ibikurikirane abo bantu bakoresha ibiyobyabwenge nta muntu uzuka yapfuye setuu,negative,ahubwo police ibikurikirane abo bantu bakoresha ibiyobyabwenge nta muntu uzuka yapfuye setuu
@user Erega burya nge iyo turyamanye uba ubaye umugore wange wifata ko nakubeshye rero,positive,erega burya nge iyo turyamanye uba ubaye umugore wange wifata ko nakubeshye rero
@user Ndumva nagukoma😭 nibutse ibi😂,negative,ndumva nagukoma nibutse ibi
"Friends,mureke tube banyamutegera akazaza ejo kuko ntawumenya icyo ahazaza hahatse rero kugira neza tubigire intero ibe n’inyikirizo. Uwiteka abarinde.",positive,friendsmureke tube banyamutegera akazaza ejo kuko ntawumenya icyo ahazaza hahatse rero kugira neza tubigire intero ibe ninyikirizo uwiteka abarinde
Bibiriya itwigisha byose bidufitiye umumaro muri ibi bihe ndetse n'ibituzanira ubugingo Twirinde impaka z'amategeko https://t.co/XaoDZRb5yk,positive,bibiriya itwigisha byose bidufitiye umumaro muri ibi bihe ndetse nibituzanira ubugingo twirinde impaka zamategeko
Wasanga Imana yarakuremeye kuba urugero rwiza rw'umukene bwahamye Ukaba ukishuka ngo bizacamo #PoorYou,negative,wasanga imana yarakuremeye kuba urugero rwiza rwumukene bwahamye ukaba ukishuka ngo bizacamo pooryou
@user @user @user Biracyenewe Cyane Ko Hagira Igikorwa kugihombo Dukomeza guterwa nimikorere idahwitse ya @user birakabije kubera iki Ntacyo mubikoraho? https://t.co/E6su1OFCfr,negative,biracyenewe ko hagira igikorwa kugihombo dukomeza guterwa nimikorere idahwitse birakabije kubera iki mubikoraho
@user Uyu munsi ni umunsi mutagatifu,neutral,uyu munsi ni umunsi mutagatifu
Ntugate umwanya wae wigisha cg uhanura udashaka guhinduka ... Kuko ntibishoboka ko wahindura umuntu mudahuje imico😔,negative,ntugate umwanya wae wigisha cg uhanura udashaka guhinduka kuko ntibishoboka ko wahindura umuntu mudahuje imico
@user @user @user Jya ku Igihe urabyumva yose man,positive,jya igihe urabyumva yose man
@user @user @user @user @user @user @user @user @user @user @user Nibareke kugushinja noneho ahubwo ngwino twubake U Rwanda nta mpamvu yo gututira dutanya. U Rwanda rwarahinduuuuuuuutse kdi ruriteguye kubakira,positive,nibareke kugushinja noneho ahubwo ngwino twubake u rwanda nta mpamvu gututira dutanya u rwanda rwarahinduuuuuuuutse kdi ruriteguye kubakira
"Ubutwari mu banyarwanda, agaciro kacu."""" @user tubifurije umunsi mwiza w intwari ku banyarwanda bose n inshuti zacu #Ubutwari2022 #SMVDrive https://t.co/oPEylfNQr6",positive,ubutwari banyarwanda agaciro kacu tubifurije umunsi mwiza w intwari banyarwanda bose n inshuti zacu ubutwari smvdrive
@user Ubundi se usibye kumva babivuga gusa waruzi icyo #kurucaukarumira bivuze. Namahirwe ahubwo dore mubonye ahobyavuye.,neutral,ubundi se usibye kumva babivuga gusa waruzi icyo kurucaukarumira bivuze namahirwe ahubwo dore mubonye ahobyavuye
Ukumva umuntu ngo yanga u #Rwanda burya nuko ataba azi Ibyiza birutatse hamwe na #Beza barutuye Miss #Muheto Miss 2022 https://t.co/1ptKdRbdGq,positive,ukumva umuntu ngo yanga u rwanda burya nuko ataba azi ibyiza birutatse hamwe beza barutuye miss muheto miss
@user kbsA muduhaye indirimbo nziza mwakoze Cyane iyi play list yari sawa Cyane mukomeze muduhe ibyiza,positive,kbsa muduhaye indirimbo nziza mwakoze iyi play list yari sawa mukomeze muduhe ibyiza
Raphael York nyamara ni umukinnyi twari dukeneye ugendeye kubo dusanganywe ✍️✍️.,positive,raphael york nyamara ni umukinnyi twari dukeneye ugendeye kubo dusanganywe
@user Ariko baracyari bake. Ubona biterwa n'iki? @user,neutral,ariko baracyari bake ubona biterwa niki
@user @user Abahanga se RAB n'ibindi ntibisanzwe bihari kdi mu cyaro??🙄,neutral,abahanga se rab nibindi ntibisanzwe bihari kdi cyaro
@user @user @user @user @user @user @user Kugeza ubu icyo wita ikinyoma nturagitangira ibimenyetso.,negative,kugeza ubu icyo wita ikinyoma nturagitangira ibimenyetso
@user 🤣🤣🤣 iki x mugire mushake mutuvire aha 🤪🤪,negative,iki x mugire mushake mutuvire aha
@user 😂😂😂😂ni utunyangingo 100000 two mumubiri dutuma umuntu atayabona neza. Mwanafunzi said😂,neutral,ni utunyangingo mumubiri dutuma umuntu atayabona neza mwanafunzi said
Ijambo rya Perezida Paul Kagame mu muhango wo Kwibuka ku nshuro ya 28 Jenoside yakorewe Abatutsi - Panorama https://t.co/KMJtq713P8,neutral,ijambo rya perezida paul kagame muhango wo kwibuka nshuro jenoside yakorewe abatutsi panorama
@user Nabuzwa n'iki? N'ukuntu mwakoze inama mutagitanga lift se urumva kurakara bidafite ishingiro?,negative,nabuzwa niki nukuntu mwakoze inama mutagitanga lift se urumva kurakara bidafite ishingiro
Isabato nziza Batuvuga Imana ibumva Ariko yo Ituvuga batumva. Mugire Umunsi mwiza na weekend nziza,positive,isabato nziza batuvuga imana ibumva ariko ituvuga batumva mugire umunsi mwiza weekend nziza
@user Urabyumva cyane wa mfura we😂,positive,urabyumva wa mfura
@user @user Muri sport niho ndikumva ruzingiye. Sport nkomeje kumva neza umumaro wayo.,positive,muri sport niho ndikumva ruzingiye sport nkomeje kumva neza umumaro wayo
@user abamama b'iNyamirambo 😂😂😂 one day I will bring her convo here then muzibaza umwana ninde nyina ni inde?,neutral,abamama binyamirambo day bring convo muzibaza umwana ninde nyina ni inde
@user @user Man wumve ko ama mama ubwenge Meeeeeee,negative,man wumve ko ama mama ubwenge meeeeeee
"Ntago mvugana na bana naba mama babo mvugana na BIBI👑🔥"""" ~B-THREY👑",neutral,ntago mvugana bana naba mama babo mvugana bibi bthrey
"Umva ako kantu ngo """" iyo ufite igihe , ugategereza igihe , uba urimo guta igihe""""",neutral,umva ako kantu ngo iyo ufite igihe ugategereza igihe uba urimo guta igihe
"@user @user @user @user @user @user @user Uyu ni nyirabuja rwose, mugihe batamuvanye mubantu azakomeza gushyira uburozi mubantu.",negative,uyu ni nyirabuja mugihe batamuvanye mubantu azakomeza gushyira uburozi mubantu
@user Amen 🙏. Urakoze cyane Muvandimwe nawe bibe bityo,positive,amen urakoze muvandimwe nawe bibe bityo
@user Wo gatukure inda wee urikumva iyo skoo yateye yabyibye,negative,wo gatukure inda wee urikumva iyo skoo yateye yabyibye
"#BnBSports FERWAFA yatanze imipira 10 kuri buri kipe, yitabiriye amarushanwa y'abari munsi y'imyaka 17, yatangiye mu mpera z'icyumweru gishize #SimplySports https://t.co/laaVmZVyUT",neutral,bnbsports ferwafa yatanze imipira kuri buri kipe yitabiriye amarushanwa yabari munsi yimyaka yatangiye mpera zicyumweru gishize simplysports
@user @user @user @user @user @user @user @user @user @user Hhhh gahunda yimukiye uyu munsi saa kumi,neutral,hhhh gahunda yimukiye uyu munsi saa kumi
@user @user @user @user @user @user @user @user @user Ntabwo uri kure yukuri peeu,positive,ntabwo uri kure yukuri peeu
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user None se muri Islam context, umugabo ntabwo ari ‘umufasha ‘.? Amahoro kuri mwe.",neutral,se muri islam context umugabo ntabwo ari umufasha amahoro kuri mwe
"Dushima umuhate mushyira mukurwanya icyi cyorezo dufatanyije byose birashoboka, dore uko Rwerere sector, Ruconsho cell byaribimeze. #Ntakudohoka https://t.co/Rq9pPZbe4x https://t.co/UBEM1i3OWx",neutral,dushima umuhate mushyira mukurwanya icyi cyorezo dufatanyije byose birashoboka dore rwerere sector ruconsho cell byaribimeze ntakudohoka
"Kandi Umutahiza naboneka, muzahabwa ikamba ry'ubugingo ritangirika. Uwiteka Imana abane namwe mwese 🙏🙏❤️",positive,umutahiza naboneka muzahabwa ikamba ryubugingo ritangirika uwiteka imana abane namwe mwese
@user @user @user @user @user Turamenyesha abantu twari twabwiye ko twibwe moto ko ubu yabonetse https://t.co/C6s12tzIIf,positive,turamenyesha abantu twari twabwiye ko twibwe moto ko ubu yabonetse
Basangirangendo bagenzi banjye b’abanyamakuru uruhare rwacu mu gukangurira abavandimwe bacu b’Abanyarwanda kwirinda #COVID19 turukomeza dore banabidushimiye. https://t.co/WzUp2vo093,neutral,basangirangendo bagenzi banjye babanyamakuru uruhare rwacu gukangurira abavandimwe bacu babanyarwanda kwirinda covid turukomeza dore banabidushimiye
Mwaramutse neza! Reka mbibutse uko amatsinda ahagaze nyuma y’umunsi wa mbere. Ikindi nizere ko abaterekaho imitungo mutahombye 😏 @user@user https://t.co/BdZ7ZqzhHl,neutral,mwaramutse neza reka mbibutse amatsinda ahagaze nyuma yumunsi wa mbere ikindi nizere ko abaterekaho imitungo mutahombye
Inama y'abaminisitiri yemeje ko ingendo hagati y'uturere n'umujyi wa #Kigali zibujijwe!! https://t.co/6xllAeICd2,neutral,inama yabaminisitiri yemeje ko ingendo hagati yuturere numujyi wa kigali zibujijwe
@user Nonex? Twize nabi Twigisha nabi Umuntu atanga icyo Afite?,negative,nonex twize nabi twigisha nabi umuntu atanga icyo afite
@user Nta muryango ubura inkomamashyi,positive,nta muryango ubura inkomamashyi
Twubake ejo heza hazira amacakubiri n ingengabitekerezo ya Genocide✊🏾 https://t.co/U7LjzqfoIz,positive,twubake ejo heza hazira amacakubiri n ingengabitekerezo genocide
Ibyo murimo murumva bimeze gute abaswe? Njyewe akagwa nkamereye nabi kbsa,negative,ibyo murimo murumva bimeze gute abaswe njyewe akagwa nkamereye nabi kbsa
Cg abivugishw ngo trust mi https://t.co/FVv3rCTCN3,negative,cg abivugishw ngo trust mi
@user Kbs uko niko kuri,neutral,kbs niko kuri
@user Byanditse mu bihe bitabo x,neutral,byanditse bihe bitabo x
Nibazaga icyari cyabaye nareba kuri bundles ngasanga ziriho nkabona nizindimbuga zikora mwice amande https://t.co/axQvn9sLQm,negative,nibazaga icyari cyabaye nareba kuri bundles ngasanga ziriho nkabona nizindimbuga zikora mwice amande
"Uyu munsi turajya RWAGITIMA.... Ntimucikwe na @user Live muri #ARTBUZZ_SHOW kuri #IZUBA_TV_KIGALI hamwe na @user &amp; @user Live mix by @user 📸 By @user @user Kigali, Rwanda https://t.co/2QoMVQM5gA",positive,uyu munsi turajya rwagitima ntimucikwe live muri artbuzz_show kuri izuba_tv_kigali hamwe amp live mix kigali rwanda
@user « imirimo ibiri yananiye impyisi » nti watekereza amafaranga unarwane 😂 Ni urwenya gusa gusa!,negative,imirimo ibiri yananiye impyisi nti watekereza amafaranga unarwane ni urwenya gusa gusa
@user Murakoze cyane kdi Inama umpaye nyibitse kure nka kakabando k'Iminsi gacibwa kare kakabikwa kure,positive,murakoze kdi inama umpaye nyibitse kure nka kakabando kiminsi gacibwa kare kakabikwa kure
Ibibi birarutana Nina naba #abakobwa Nubwo Bose nta kiza kirimo. https://t.co/8l8SawdXMV,negative,ibibi birarutana nina naba abakobwa nubwo bose nta kiza kirimo
Komera Imana Data amashyi umushimire ko uri I Kigali https://t.co/Sz3XYixytl,positive,komera imana data amashyi umushimire ko uri kigali
Warangiza ngo mama nyishyura yamafaranga nakugurije. https://t.co/KmJmLDwlgJ,neutral,warangiza ngo mama nyishyura yamafaranga nakugurije
Uyu munsi mu midugudu yose igize @user habaye inteko z’abaturage ziganira kuri Gahunda zikurikira; 1. #OPERATIONCOVIDFREE 2.#MUSA 3.#EJOHEZA 4. Umutekano @user @user @user @user @user @user https://t.co/bJcbllVmm2,neutral,uyu munsi midugudu yose igize habaye inteko zabaturage ziganira kuri gahunda zikurikira operationcovidfree musa ejoheza umutekano
@user Abiyahura uravuze ngo babiterwa n'ibibazo byo mu mahanga?,negative,abiyahura uravuze ngo babiterwa nibibazo byo mahanga
@user @user Ntigatuke inka wamuntu wee😣😣,neutral,ntigatuke inka wamuntu wee
@user @user @user Kuba batavuze ntibivuze ko bishimiye ibyavuzwe!,neutral,kuba batavuze ntibivuze ko bishimiye ibyavuzwe
@user @user Aha hantu nabonye hashinzemo ibyuma ngo abadage barahuriraga cyane. Ni heza!,positive,aha hantu nabonye hashinzemo ibyuma ngo abadage barahuriraga ni heza
"Weekend nziza nshuti zanjye, Nyagasani abagirire neza. Ubuntu, urukundo n'imigisha biva ku Mana bibane namwe ,ibarinde inzara ,indwara n'ubukene 💖🌴",positive,weekend nziza nshuti zanjye nyagasani abagirire neza ubuntu urukundo nimigisha biva mana bibane namwe ibarinde inzara indwara nubukene
Ariko buriya niyihe mpamvu iyo umuntu amaze kurya ahantu hatari iwabo/iwe ahita yumva ashatse gutaha ??😎,negative,ariko buriya niyihe mpamvu iyo umuntu amaze kurya ahantu hatari iwaboiwe ahita yumva ashatse gutaha
@user Ko yakubuze ngo umugire inama se!,neutral,ko yakubuze ngo umugire inama se
@user Yiii😂 naho ubundi ni wowe kbs,positive,yiii naho ubundi ni wowe kbs
@user Mbakura mu bukene nimanukira,positive,mbakura bukene nimanukira
kubera iki se? nta bikoresho tugira bikora ubukwe? 😉👋 https://t.co/tpEby60EUM,neutral,kubera iki se nta bikoresho tugira bikora ubukwe
Nuko amasaha akuze yegera hirya Arakebuka areba hirya areba hino Arambika trifoni ku ruhande Azimya itara arirambika🤤🤤🤤 https://t.co/i69iRGuT8g,neutral,nuko amasaha akuze yegera hirya arakebuka areba hirya areba hino arambika trifoni ruhande azimya itara arirambika
@user Asubwo uwomuseso urabona abantu cyeretx niba uziranye nimburamukoro gusa,negative,asubwo uwomuseso urabona abantu cyeretx niba uziranye nimburamukoro gusa
"Urumukobwa hanyuma mama wawe akagufata kuri boutique urimo kugura udukingirizo , wamusobanurira ngwiki??? @user",negative,urumukobwa hanyuma mama wawe akagufata kuri boutique urimo kugura udukingirizo wamusobanurira ngwiki
@user imyembe yitwa Peteroli #Petrol urayizi? Nyarukira ku isoko nyuma yo kuyirya uzagaruke umbwire uko imeze😋 #eatlocal #fruits #Rwanda #FarmLife https://t.co/OTOVB485G7,neutral,imyembe yitwa peteroli petrol urayizi nyarukira isoko nyuma kuyirya uzagaruke umbwire imeze eatlocal fruits rwanda farmlife
